id,facility_name,lat_nearest,long,type_nearest,subregion,renewables_pct,co2e_lb_per_mwh_egrid2023,co2_lb_per_mwh_egrid2023,dist_to_urban_m,dist_to_urban_km,nearest_plant_dist_km,nearest_plant_capacity_mw,nearest_plant_type,name,lon,lat_energy,type_energy,energy_zone_id,energy_zone_name,carbon_free_energy_percentage_cfe_avg_2021,carbon_free_energy_percentage_cfe_avg_2023,carbon_free_energy_percentage_cfe_avg_2024,carbon_free_energy_percentage_cfe_avg_2025,carbon_intensity_gco_eq_kwh_direct_avg_2021,carbon_intensity_gco_eq_kwh_direct_avg_2023,carbon_intensity_gco_eq_kwh_direct_avg_2024,carbon_intensity_gco_eq_kwh_direct_avg_2025,carbon_intensity_gco_eq_kwh_life_cycle_avg_2021,carbon_intensity_gco_eq_kwh_life_cycle_avg_2023,carbon_intensity_gco_eq_kwh_life_cycle_avg_2024,carbon_intensity_gco_eq_kwh_life_cycle_avg_2025,carbon_intensity_direct_cagr_2021_to_2025,carbon_intensity_direct_growth_factor_2025_over_2021,carbon_intensity_direct_pct_change_2025_vs_2021,carbon_intensity_lifecycle_cagr_2021_to_2025,carbon_intensity_lifecycle_growth_factor_2025_over_2021,carbon_intensity_lifecycle_pct_change_2025_vs_2021,cfe_pct_cagr_2021_to_2025,cfe_pct_growth_factor_2025_over_2021,cfe_pct_pct_change_2025_vs_2021,pfaf_id,bau50_ws_x_s,bau50_ws_x_c,bau50_ws_x_l,bau50_wd_x_s,bau50_wd_x_c,bau50_wd_x_l,bau50_sv_x_s,bau50_sv_x_c,bau50_sv_x_l,water_risk_index_bau50
30666790,USPO Terminal Annex,34.05810224,-118.2353929,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.5255168444633471,1.2,Solar,USPO Terminal Annex,-118.2353929,34.05810224,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774170,5.0,4.0,Extremely high (>80%),4.541463846,4.0,Extremely High (>75%),1.457442526,1.0,Low - Medium (0.33-0.66),4.508183406400001
31800424,LightEdge SAN1,32.82786552,-117.1299339,building,CAMX,46.5,429.983,428.464,0.0,0.0,1.3413405890019157,3.8,Waste,LightEdge SAN1,-117.1299339,32.82786552,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774150,5.0,4.0,Extremely high (>80%),5.0,4.0,Extremely High (>75%),2.06735841,2.0,Medium - High (0.66-1.00),4.706735841
32560290,RagingWire CA2,38.65039953,-121.4919461,building,CAMX,46.5,429.983,428.464,0.0,0.0,1.4050277552552617,1.0,Solar,RagingWire CA2,-121.4919461,38.65039953,building,US-CAL-BANC,Balancing Authority of Northern California,50.55208219178082,52.68238356164383,52.03325136612023,52.05043835616439,206.6740273972603,197.3929589041096,200.9038524590164,203.6022739726028,277.38575342465754,266.6130410958904,270.527650273224,273.0627945205479,-0.0037365894448061,0.9851372063372378,-1.4862793662762213,-0.0039191409798694,0.9844153535257758,-1.55846464742242,0.0073289969661805,1.0296398506138522,2.963985061385228,774440,2.728196174,2.0,Medium-high (20-40%),1.421704052,1.0,Low - Medium (5-25%),1.659904395,1.0,Low - Medium (0.33-0.66),2.2294193595
32560292,RagingWire CA1,38.65043183,-121.4891865,building,CAMX,46.5,429.983,428.464,0.0,0.0,1.6128386284061076,1.0,Solar,RagingWire CA1,-121.4891865,38.65043183,building,US-CAL-BANC,Balancing Authority of Northern California,50.55208219178082,52.68238356164383,52.03325136612023,52.05043835616439,206.6740273972603,197.3929589041096,200.9038524590164,203.6022739726028,277.38575342465754,266.6130410958904,270.527650273224,273.0627945205479,-0.0037365894448061,0.9851372063372378,-1.4862793662762213,-0.0039191409798694,0.9844153535257758,-1.55846464742242,0.0073289969661805,1.0296398506138522,2.963985061385228,774440,2.728196174,2.0,Medium-high (20-40%),1.421704052,1.0,Low - Medium (5-25%),1.659904395,1.0,Low - Medium (0.33-0.66),2.2294193595
35491576,Equinix SV1,37.2415868,-121.7833201,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.0602997232955761,2.4,Solar,Equinix SV1,-121.7833201,37.2415868,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
37947313,OpenColo,37.37881629,-121.9559373,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.114442109154227,5.2,Biomass,OpenColo,-121.9559373,37.37881629,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
37947314,Equinix Santa Clara SV2,37.37843369,-121.9549919,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.027224425145693,5.2,Biomass,Equinix Santa Clara SV2,-121.9549919,37.37843369,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
37947315,Layer42 Santa Clara,37.37803995,-121.9541511,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.0685247591342704,5.2,Biomass,Layer42 Santa Clara,-121.9541511,37.37803995,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
38305431,Digital Realty Silicon Valley SJC34,37.3723882,-121.9736195,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.3459711929106072,10.0,Solar,Digital Realty Silicon Valley SJC34,-121.9736195,37.3723882,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
38305568,,37.37151905,-121.9696974,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.4357364980073991,10.0,Solar,,-121.9696974,37.37151905,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
38305611,,37.37338591,-121.9726929,building,CAMX,46.5,429.983,428.464,0.0,0.0,0.2098229954787696,10.0,Solar,,-121.9726929,37.37338591,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
40608200,Cologix Santa Clara SV1 Data Center,37.36533281,-121.9617004,building,CAMX,46.5,429.983,428.464,0.0,0.0,1.400142394661073,10.0,Solar,Cologix Santa Clara SV1 Data Center,-121.9617004,37.36533281,building,US-CAL-CISO,CAISO,53.71342465753425,54.84964383561643,62.10172131147541,66.20728767123288,205.80375342465751,193.25038356164384,165.53754098360656,149.65495890410958,275.4857534246576,261.7850136986301,226.42587431693988,205.84446575342463,-0.0765583572720572,0.7271731268929291,-27.28268731070709,-0.0702632181239681,0.7472054841112534,-25.27945158887465,0.0536727253718463,1.232602242239383,23.2602242239383,774300,1.942520808,1.0,Low-medium (10-20%),0.996042764,0.0,Low (<5%),2.364889639,2.0,Medium - High (0.66-1.00),1.7008142779000002
42323063,Netrality Data Centers,38.62926158,-90.19717483,building,SRMW,15.2,1248.582,1239.839,0.0,0.0,0.3763765927196407,17.200000000000003,Solar,Netrality Data Centers,-90.19717483,38.62926158,building,US-MIDW-MISO,Midcontinent ISO,33.052821917808224,34.0593698630137,35.41445355191257,36.2066301369863,493.3460273972602,431.9710410958904,415.5127868852459,431.6429315068493,555.9844383561644,499.5162191780822,482.765218579235,496.3733424657534,-0.0328513064751376,0.8749293751974913,-12.50706248025087,-0.0279548148096377,0.8927827979022965,-10.721720209770346,0.0230453611309584,1.095417215117686,9.541721511768602,742709,0.0,0.0,Low (<10%),0.026597533,0.0,Low (<5%),1.23759365,1.0,Low - Medium (0.33-0.66),0.1317386249
45583050,,38.8034146,-77.51057748,building,SRVC,9.9,596.326,593.419,0.0,0.0,6.671779159205515,19.200000000000003,Waste,,-77.51057748,38.8034146,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731901,3.980139822,3.0,High (40-80%),1.613673437,1.0,Low - Medium (5-25%),0.983297005,0.0,Low (<0.33),2.9705156247999995
45776978,Amazon IAD11,38.79050001,-77.54111112,building,SRVC,9.9,596.326,593.419,0.0,0.0,6.2531894412056594,13.2,Waste,Amazon IAD11,-77.54111112,38.79050001,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731901,3.980139822,3.0,High (40-80%),1.613673437,1.0,Low - Medium (5-25%),0.983297005,0.0,Low (<0.33),2.9705156247999995
45776979,Amazon IAD24,38.79035015,-77.54000634,building,SRVC,9.9,596.326,593.419,0.0,0.0,6.195019468318629,13.2,Waste,Amazon IAD24,-77.54000634,38.79035015,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731901,3.980139822,3.0,High (40-80%),1.613673437,1.0,Low - Medium (5-25%),0.983297005,0.0,Low (<0.33),2.9705156247999995
45776988,Amazon IAD7,38.79120375,-77.53827709,building,SRVC,9.9,596.326,593.419,0.0,0.0,6.215500275615944,13.2,Waste,Amazon IAD7,-77.53827709,38.79120375,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731901,3.980139822,3.0,High (40-80%),1.613673437,1.0,Low - Medium (5-25%),0.983297005,0.0,Low (<0.33),2.9705156247999995
46831933,VA 4,38.77811127,-77.59487615,building,SRVC,9.9,596.326,593.419,0.0,0.0,2.972965541959803,1.8,Waste,VA 4,-77.59487615,38.77811127,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731901,3.980139822,3.0,High (40-80%),1.613673437,1.0,Low - Medium (5-25%),0.983297005,0.0,Low (<0.33),2.9705156247999995
48242814,Amazon IAD10,39.02164555,-77.43287558,building,SRVC,9.9,596.326,593.419,0.0,0.0,10.497916855011365,812.0,Solar,Amazon IAD10,-77.43287558,39.02164555,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731801,0.558820418,0.0,Low (<10%),0.323236731,0.0,Low (<5%),0.767832084,0.0,Low (<0.33),0.5090464785000001
48242816,Amazon IAD32,39.02156932,-77.43479445,building,SRVC,9.9,596.326,593.419,0.0,0.0,10.348571354353776,812.0,Solar,Amazon IAD32,-77.43479445,39.02156932,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731801,0.558820418,0.0,Low (<10%),0.323236731,0.0,Low (<5%),0.767832084,0.0,Low (<0.33),0.5090464785000001
52059176,NTT RagingWire Data Center,45.54958399,-122.9373929,building,NWPP,55.1,635.267,631.735,0.0,0.0,17.243705689566053,2.2,Solar,NTT RagingWire Data Center,-122.9373929,45.54958399,building,US-NW-PGE,Portland General Electric Company,69.66991780821918,62.39802739726027,66.71898907103825,56.9107397260274,150.12167123287674,196.64616438356165,169.97833333333332,216.67736986301367,200.8926301369863,253.5105205479452,222.94953551912567,278.9448493150685,0.0960807265004537,1.443345041948622,44.334504194862205,0.0855218896861103,1.3885270411605408,38.85270411605409,-0.0493137052255084,0.8168624496254746,-18.31375503745253,782200,0.0,0.0,Low (<10%),0.224828359,0.0,Low (<5%),1.040166967,1.0,Low - Medium (0.33-0.66),0.1714652044
52094269,Cyxtera Sterling IAD1-B,39.0239073,-77.41518976,building,SRVC,9.9,596.326,593.419,0.0,0.0,11.838186944212124,812.0,Solar,Cyxtera Sterling IAD1-B,-77.41518976,39.0239073,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731801,0.558820418,0.0,Low (<10%),0.323236731,0.0,Low (<5%),0.767832084,0.0,Low (<0.33),0.5090464785000001
52094270,Cyxtera Sterling IAD1-A,39.02332121,-77.41320102,building,SRVC,9.9,596.326,593.419,0.0,0.0,12.021821646612617,812.0,Solar,Cyxtera Sterling IAD1-A,-77.41320102,39.02332121,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731801,0.558820418,0.0,Low (<10%),0.323236731,0.0,Low (<5%),0.767832084,0.0,Low (<0.33),0.5090464785000001
52094294,Cyxtera Sterling IAD1-C,39.02475555,-77.41220366,building,SRVC,9.9,596.326,593.419,0.0,0.0,12.053288679227094,812.0,Solar,Cyxtera Sterling IAD1-C,-77.41220366,39.02475555,building,US-MIDA-PJM,PJM Interconnection,39.57279452054794,40.54890410958904,40.46008196721312,40.04457534246576,368.8103287671233,329.34917808219177,329.0466393442623,344.0909589041096,433.85,397.6278904109589,397.8973224043716,412.36630136986304,-0.0171945716188239,0.9329753861676088,-6.702461383239125,-0.0126164411257022,0.9504812754866035,-4.9518724513396295,0.0029672290614777,1.011921847512509,1.1921847512508663,731801,0.558820418,0.0,Low (<10%),0.323236731,0.0,Low (<5%),0.767832084,0.0,Low (<0.33),0.5090464785000001
